epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,211.508,1.03075,0.50586,1,0.9793,0.000237259,0.000237259,0.000237259
